-42318, 61177, 6863
-42746, 61158, 6649
-43182, 61139, 6451
-43625, 61122, 6267
-44073, 61106, 6098
-44527, 61091, 5943
-44985, 61078, 5803
-45448, 61066, 5677
-45914, 61055, 5565
-46383, 61046, 5465
-46854, 61037, 5379
-47328, 61030, 5304
-47803, 61024, 5240
-48279, 61018, 5186
-48757, 61014, 5141
-49235, 61010, 5104
-49713, 61007, 5075
-50192, 61005, 5052
-50672, 61003, 5035
-51151, 61002, 5022
-51630, 61001, 5013
-52110, 61001, 5007
-52589, 61000, 5004
-53069, 61000, 5002
-53548, 61000, 5000
-54028, 61000, 5000
-54507, 61000, 5000
-54987, 61000, 5000
-55466, 61000, 5000
-55946, 61000, 5000
-56425, 61000, 5000
-56905, 61000, 5000
-57384, 61000, 5000
-57864, 61000, 5000
-58343, 61000, 5000
-58823, 61000, 5000
-59302, 61000, 5000
-59782, 61000, 5000
-60261, 61000, 5000
-60741, 61000, 5000
-61220, 61000, 5000
-61700, 61000, 5000
-62179, 61000, 5000
-62659, 61000, 5000
-63138, 61000, 5000
-63618, 61000, 5000
-64097, 61000, 5000
-64577, 61000, 5000
-65056, 61000, 5000
-65536, 61000, 5000
-66015, 60999, 5000
-66495, 60998, 5001
-66974, 60993, 5002
-67454, 60984, 5006
-67933, 60968, 5012
-68412, 60942, 5021
-68889, 60905, 5035
-69366, 60852, 5055
-69839, 60780, 5082
-70308, 60687, 5118
-70771, 60571, 5165
-71224, 60428, 5223
-71667, 60258, 5293
-72096, 60061, 5377
-72510, 59839, 5474
-72908, 59595, 5585
-73290, 59333, 5708
-73657, 59056, 5843
-74011, 58768, 5991
-74354, 58472, 6149
-74688, 58173, 6318
-75016, 57873, 6497
-75340, 57574, 6686
-75663, 57281, 6885
-75985, 56994, 7094
-76310, 56717, 7313
-76639, 56453, 7541
-76972, 56203, 7778
-77312, 55971, 8024
-77660, 55760, 8278
-78014, 55570, 8539
-78376, 55405, 8807
-78745, 55267, 9079
-79121, 55154, 9356
-79501, 55070, 9635
-79885, 55012, 9916
-80272, 54981, 10198
-80661, 54975, 10479
-81050, 54994, 10758
-81438, 55036, 11036
-81825, 55100, 11311
-82211, 55184, 11584
-82594, 55287, 11853
-82974, 55408, 12119
-83351, 55546, 12382
-83724, 55699, 12641
-84094, 55867, 12896
-84459, 56049, 13147
-84821, 56245, 13394
-85178, 56454, 13636
-85531, 56675, 13874
-85879, 56909, 14106
-86223, 57155, 14332
-86562, 57414, 14551
-86897, 57684, 14763
-87226, 57967, 14965
-87552, 58263, 15156
-87873, 58571, 15335
-88189, 58892, 15498
-88502, 59225, 15644
-88811, 59570, 15768
-89117, 59925, 15869
-89421, 60288, 15942
-89723, 60658, 15987
-90025, 61031, 16000
-90326, 61403, 15982
-90629, 61772, 15932
-90933, 62134, 15854
-91239, 62487, 15749
-91549, 62830, 15621
-91862, 63161, 15472
-92180, 63480, 15307
-92501, 63786, 15126
-92827, 64080, 14933
-93158, 64361, 14729
-93493, 64630, 14516
-93833, 64886, 14295
-94178, 65130, 14068
-94527, 65362, 13835
-94880, 65581, 13597
-95238, 65788, 13353
-95600, 65981, 13106
-95967, 66161, 12854
-96337, 66327, 12598
-96711, 66478, 12339
-97088, 66613, 12076
-97469, 66731, 11809
-97852, 66831, 11539
-98238, 66912, 11266
-98626, 66972, 10991
-99014, 67010, 10712
-99403, 67025, 10433
-99792, 67016, 10151
-100178, 66980, 9870
-100562, 66918, 9589
-100941, 66829, 9310
-101316, 66712, 9034
-101684, 66569, 8762
-102044, 66400, 8496
-102398, 66207, 8236
-102744, 65992, 7983
-103083, 65757, 7739
-103416, 65505, 7503
-103744, 65238, 7276
-104068, 64959, 7059
-104390, 64671, 6852
-104713, 64377, 6654
-105037, 64078, 6467
-105366, 63778, 6289
-105702, 63479, 6122
-106047, 63184, 5966
-106403, 62898, 5820
-106772, 62623, 5687
-107156, 62363, 5566
-107557, 62123, 5457
-107973, 61905, 5362
-108405, 61713, 5281
-108849, 61547, 5212
-109305, 61408, 5156
-109769, 61296, 5112
-110239, 61207, 5077
-110712, 61138, 5051
-111189, 61088, 5032
-111667, 61053, 5019
-112146, 61029, 5010
-112625, 61014, 5005
-113104, 61006, 5002
-113584, 61002, 5001
-114063, 61000, 5000
-114543, 61000, 5000
-115022, 61000, 5000
-115502, 61000, 5000
-115981, 61000, 5000
-116461, 61000, 5000
-116940, 61000, 5000
-117420, 61000, 5000
-117899, 61000, 5000
-118379, 61000, 5000
-118858, 61000, 5000
-119338, 61000, 5000
-119817, 61000, 5000
-120297, 61000, 5000
-120776, 61000, 5000
-121256, 61000, 5000
-121735, 61000, 5000
-122215, 61000, 5000
-122694, 61000, 5000
-123174, 61000, 5000
-123653, 61000, 5000
-124133, 61000, 5000
-124612, 61000, 5000
-125092, 61000, 5000
-125571, 61000, 5000
-126051, 61000, 5000
-126530, 61000, 5000
-127010, 61000, 5000
-127489, 61000, 5000
-127969, 61000, 5000
-128448, 61000, 5000
-128928, 61000, 5000
-129408, 61000, 5000
-129887, 61000, 5000
-130367, 61000, 5000
-130846, 61000, 5000
-131326, 61000, 5000
-131805, 61000, 5000
-132285, 60999, 5000
-132764, 60999, 5001
-133244, 60998, 5001
-133723, 60996, 5002
-134203, 60993, 5003
-134682, 60990, 5005
-135161, 60985, 5007
-135641, 60978, 5009
-136120, 60970, 5013
-136600, 60960, 5017
-137079, 60947, 5023
-137558, 60932, 5029
-138037, 60913, 5037
-138516, 60891, 5047
-138995, 60865, 5058
-139473, 60834, 5071
-139951, 60798, 5085
-140429, 60756, 5103
-140905, 60709, 5122
-141381, 60654, 5144
-141856, 60593, 5169
-142329, 60523, 5198
-142801, 60444, 5229
-143271, 60355, 5265
-143739, 60256, 5304
-144203, 60146, 5347
-144665, 60024, 5395
-145122, 59888, 5447
-145574, 59739, 5504
-146020, 59575, 5567
-146459, 59395, 5634
-146891, 59199, 5707
-147314, 58987, 5785
-147726, 58758, 5869
-148128, 58512, 5958
-148517, 58248, 6052
-148894, 57968, 6150
-149256, 57671, 6253
-149603, 57358, 6360
-149934, 57030, 6470
-150250, 56687, 6584
-150551, 56332, 6700
-150835, 55964, 6818
-151104, 55585, 6937
-151357, 55197, 7057
-151596, 54799, 7178
-151820, 54393, 7299
-152031, 53979, 7419
-152230, 53559, 7538
-152416, 53134, 7657
-152590, 52703, 7774
-152754, 52267, 7890
-152907, 51827, 8004
-153051, 51384, 8116
-153186, 50937, 8226
-153312, 50487, 8334
-153431, 50035, 8439
-153542, 49580, 8542
-153646, 49122, 8642
-153743, 48663, 8740
-153835, 48202, 8834
-153920, 47739, 8926
-154001, 47275, 9016
-154076, 46809, 9102
-154146, 46343, 9185
-154212, 45874, 9265
-154274, 45405, 9342
-154332, 44935, 9416
-154386, 44464, 9487
-154437, 43992, 9555
-154484, 43519, 9619
-154529, 43046, 9680
-154570, 42571, 9738
-154609, 42097, 9792
-154645, 41621, 9844
-154678, 41145, 9891
-154710, 40669, 9936
-154739, 40192, 9977
-154766, 39715, 10014
-154791, 39237, 10048
-154814, 38759, 10079
-154836, 38281, 10106
-154855, 37802, 10129
-154874, 37324, 10149
-154890, 36845, 10165
-154906, 36366, 10178
-154920, 35886, 10187
-154932, 35407, 10193
-154944, 34928, 10195
-154954, 34448, 10193
-154963, 33969, 10187
-154971, 33490, 10178
-154978, 33010, 10166
-154984, 32531, 10149
-154989, 32052, 10129
-154993, 31573, 10105
-154996, 31094, 10077
-154999, 30616, 10046
-155000, 30138, 10011
-155000, 29660, 9972
-155000, 29182, 9929
-154998, 28705, 9883
-154996, 28228, 9833
-154992, 27752, 9780
-154988, 27276, 9722
-154982, 26800, 9661
-154976, 26325, 9596
-154969, 25850, 9528
-154960, 25376, 9456
-154951, 24903, 9380
-154940, 24430, 9301
-154928, 23958, 9218
-154914, 23487, 9132
-154900, 23016, 9042
-154884, 22546, 8948
-154866, 22077, 8851
-154847, 21608, 8751
-154826, 21141, 8647
-154804, 20674, 8539
-154779, 20208, 8428
-154753, 19743, 8314
-154725, 19279, 8196
-154694, 18816, 8076
-154661, 18354, 7951
-154626, 17893, 7824
-154588, 17433, 7693
-154548, 16975, 7559
-154504, 16517, 7422
-154457, 16061, 7282
-154408, 15606, 7139
-154354, 15153, 6992
-154297, 14701, 6843
-154236, 14250, 6691
-154171, 13801, 6536
-154101, 13354, 6378
-154027, 12908, 6217
-153948, 12464, 6053
-153863, 12023, 5887
-153772, 11583, 5719
-153676, 11146, 5548
-153573, 10711, 5374
-153462, 10278, 5199
-153345, 9849, 5021
-153220, 9422, 4841
-153086, 8999, 4660
-152943, 8579, 4477
-152791, 8164, 4293
-152628, 7752, 4108
-152455, 7346, 3921
-152270, 6945, 3735
-152072, 6550, 3548
-151862, 6161, 3362
-151639, 5780, 3176
-151401, 5406, 2992
-151149, 5042, 2809
-150881, 4687, 2629
-150597, 4343, 2452
-150298, 4011, 2280
-149983, 3691, 2111
-149652, 3385, 1948
-149306, 3093, 1791
-148945, 2816, 1640
-148569, 2555, 1497
-148180, 2309, 1361
-147779, 2080, 1232
-147367, 1867, 1112
-146944, 1670, 999
-146513, 1488, 895
-146074, 1322, 799
-145628, 1169, 710
-145176, 1031, 629
-144720, 905, 554
-144259, 792, 487
-143794, 689, 426
-143327, 598, 370
-142857, 516, 321
-142385, 443, 276
-141912, 378, 237
-141437, 321, 202
-140961, 270, 170
-140485, 226, 143
-140007, 188, 119
-139529, 155, 98
-139051, 126, 81
-138572, 102, 65
-138093, 81, 52
-137614, 64, 41
-137135, 49, 32
-136656, 38, 24
-136177, 28, 18
-135697, 20, 13
-135218, 14, 9
-134738, 10, 6
-134259, 6, 4
-133779, 4, 3
-133300, 2, 2
-132820, 1, 1
-132341, 1, 0
-131861, 0, 0
-131382, 0, 0
-130902, 0, 0
-130423, 0, 0
-129943, 0, 0
-129464, 0, 0
-128984, 0, 0
-128505, 0, 0
-128025, 0, 0
-127546, 0, 0
-127066, 0, 0
-126587, 0, 0
-126107, 0, 0
-125628, 0, 0
-125148, 0, 0
-124669, 0, 0
-124189, 0, 0
-123710, 0, 0
-123230, 0, 0
-122751, 0, 0
-122271, 0, 0
-121792, 0, 0
-121312, 0, 0
-120833, 0, 0
-120353, 0, 0
-119874, 0, 0
-119394, 0, 0
-118915, 0, 0
-118435, 0, 0
-117956, 0, 0
-117476, 0, 0
-116997, 0, 0
-116517, 0, 0
-116038, 0, 0
-115558, 0, 0
-115079, 0, 0
-114599, 0, -11
-114120, 0, -20
-113640, 0, -26
-113161, 0, -29
-112681, 0, -30
-112202, 0, -28
-111722, 0, -24
-111243, 0, -18
-110763, 0, -9
-110284, 0, 3
-109805, 0, 18
-109326, 0, 37
-108847, 0, 58
-108368, 0, 83
-107889, 0, 113
-107411, 0, 146
-106933, 0, 184
-106455, 0, 227
-105978, 0, 275
-105502, 0, 329
-105026, 0, 389
-104551, 0, 456
-104078, 0, 531
-103605, 0, 613
-103135, 0, 706
-102666, 0, 808
-102201, 0, 922
-101738, 0, 1048
-101279, 0, 1188
-100826, 0, 1344
-100379, 0, 1517
-99939, 0, 1708
-99508, 0, 1919
-99089, 0, 2151
-98682, 0, 2405
-98290, 0, 2680
-97913, 0, 2977
-97552, 0, 3292
-97206, 0, 3624
-96871, 0, 3968
-96547, 0, 4320
-96227, 0, 4677
-95907, 0, 5035
-95585, 0, 5390
-95256, 0, 5739
-94919, 0, 6080
-94574, 0, 6413
-94220, 0, 6736
-93857, 0, 7050
-93486, 0, 7354
-93107, 0, 7647
-92719, 0, 7929
-92323, 0, 8199
-91919, 0, 8457
-91507, 0, 8703
-91087, 0, 8935
-90660, 0, 9153
-90226, 0, 9356
-89785, 0, 9545
-89338, 0, 9718
-88885, 0, 9875
-88426, 0, 10015
-87963, 0, 10138
-87495, 0, 10244
-87024, 0, 10332
-86550, 0, 10402
-86073, 0, 10453
-85595, 0, 10486
-85115, 0, 10499
-84636, 0, 10495
-84157, 0, 10471
-83679, 0, 10429
-83204, 0, 10368
-82731, 0, 10288
-82261, 0, 10191
-81796, 0, 10076
-81335, 0, 9944
-80879, 0, 9795
-80429, 0, 9630
-79985, 0, 9449
-79548, 0, 9252
-79117, 0, 9041
-78694, 0, 8816
-78278, 0, 8577
-77871, 0, 8325
-77471, 0, 8061
-77079, 0, 7784
-76695, 0, 7496
-76320, 0, 7198
-75954, 0, 6889
-75595, 0, 6570
-75246, 0, 6241
-74905, 0, 5904
-74572, 0, 5559
-74247, 0, 5207
-73927, 0, 4850
-73607, 0, 4492
-73285, 0, 4137
-72955, 0, 3789
-72614, 0, 3452
-72260, 0, 3129
-71889, 0, 2825
-71503, 0, 2540
-71102, 0, 2278
-70688, 0, 2036
-70262, 0, 1817
-69826, 0, 1618
-69381, 0, 1437
-68930, 0, 1275
-68474, 0, 1128
-68013, 0, 996
-67549, 0, 877
-67081, 0, 769
-66612, 0, 673
-66140, 0, 586
-65667, 0, 507
-65193, 0, 436
-64718, 0, 373
-64241, 0, 316
-63765, 0, 264
-63287, 0, 219
-62810, 0, 178
-62331, 0, 142
-61853, 0, 110
-61374, 0, 82
-60895, 0, 58
-60416, 0, 38
-59937, 0, 20
-59458, 0, 6
-58979, 0, -6
-58499, 0, -14
-58020, 0, -20
-57540, 0, -24
-57061, 0, -25
-56581, 0, -24
-56102, 0, -20
-55622, 0, -14
-55143, 0, -4
-54663, 0, 0
-54184, 0, 0
-53704, 0, 0
-53225, 0, 0
-52745, 0, 0
-52266, 0, 0
-51786, 0, 0
-51307, 0, 0
-50827, 0, 0
-50348, 0, 0
-49868, 0, 0
-49389, 0, 0
-48909, 0, 0
-48430, 0, 0
-47950, 0, 0
-47471, 0, 0
-46991, 0, 0
-46512, 0, 0
-46032, 0, 0
-45553, 0, 0
-45073, 0, 0
-44594, 0, 0
-44114, 0, 0
-43635, 0, 0
-43155, 0, 0
-42676, 0, 0
-42196, 0, 0
-41717, 0, 0
-41237, 0, 0
-40758, 0, 0
-40278, 0, 0
-39799, 0, 0
-39319, 0, 0
-38840, 0, 0
-38360, 0, 0
-37881, 0, 0
-37401, 0, 0
-36922, 0, 0
-36442, 0, 0
-35963, 0, 0
-35483, 0, 0
-35004, 0, 0
-34524, 0, 0
-34045, 0, 0
-33565, 0, 0
-33086, 0, 0
-32606, 0, 0
-32127, 0, 0
-31647, 0, 0
-31168, 0, 0
-30688, 0, 0
-30209, 0, 0
-29729, 0, 0
-29250, 0, 0
-28770, 0, 0
-28291, 0, 0
-27811, 0, 0
-27332, 0, 0
-26852, 0, 0
-26373, 0, 0
-25893, 0, 0
-25414, 0, 0
-24934, 0, 0
-24455, 0, 0
-23975, 0, 0
-23496, 0, 0
-23016, 0, 0
-22537, 0, 0
-22057, 0, 0
-21578, 0, 0
-21098, 0, 0
-20619, 0, 0
-20139, 0, 0
-19660, 0, 0
-19180, 0, 0
-18701, 0, 0
-18221, 0, 0
-17742, 0, 0
-17262, 0, 0
-16783, 0, 0
-16303, 0, 0
-15824, 0, 0
-15344, 0, 0
-14865, 0, 0
-14385, 0, 0
-13906, 0, 0
-13426, 0, 0
-12947, 0, 0
-12467, 0, 0
-11988, 0, 0
-11508, 0, 0
-11029, 0, 0
-10549, 0, 0
-10070, 0, 0
-9590, 0, 0
-9111, 0, 0
-8631, 0, 0
-8152, 0, 0
-7672, 0, 0
-7193, 0, 0
-6713, 0, 0
-6234, 0, 0
-5754, 0, 0
-5274, 0, 0
-4795, 0, 0
-4315, 0, 0
-3836, 0, 0
-3356, 0, 0
-2877, 0, 0
-2397, 0, 0
-1918, 0, 0
-1438, 0, 0
-959, 0, 0
-479, 0, 0
0, 0, 0
